id,created_at,text
851782746141806592,2017-04-11 13:03:26,RT @AmandaCCrew: Can't wait to rock these Pied Piper nails this week! 😍💅🏻 @stephsstone you are one talented gem! 🌟💎 https://t.co/OEmHvVO9q1
851501910767140866,2017-04-10 18:27:30,"RT @HBO: .@nottjmiller's comedy special, Meticulously Ridiculous will premiere Saturday, June 17 at 10PM on #HBO. #TJMillerHBO https://t.co…"
851491405834878977,2017-04-10 17:45:45,RT @FunnyAsianDude: Just waiting on the bus @SiliconHBO https://t.co/cVowqVbIzY
851491067925082113,2017-04-10 17:44:25,"Mark those calendars for June 17. @nottjmiller's ""Meticulously Ridiculous"" special premieres on @HBO at 10PM.… https://t.co/DtDCytXDAP"
850351522856808448,2017-04-07 14:16:16,RT @HBO: It’s the sound you hear before your favorite #HBO shows. 🔊 https://t.co/5GpAcMmnwF
850349953390178304,2017-04-07 14:10:02,"RT @HBO: First comes the sound, next comes the magic. 🔊 #HBO https://t.co/RXLwf01uaI"
850117105815048193,2017-04-06 22:44:47,Happy anniversary to us: https://t.co/e3Hpe47CZA #SiliconValleyHBO
847482764068663298,2017-03-30 16:16:51,RT @MikeJudge: Our new poster by the brilliant @danielclowes https://t.co/p3mmSp8YT2
847145863914930176,2017-03-29 17:58:07,RT @EW: A new trailer for @SiliconHBO season 4 has arrived! https://t.co/sSJ1yxHjc1 #SiliconValleyHBO
847145325253066752,2017-03-29 17:55:59,RT @FunnyAsianDude: NEW official poster of @SiliconHBO Season 4! #SiliconValley Premieres April 23rd. Special. Occasion. https://t.co/9EJQM…
847145306458374148,2017-03-29 17:55:54,RT @IamSuzanneCryer: How much do I love this? @danielclowes is spot on. I may just have to tattoo this brilliance on my face. https://t.co/…
847131925101858816,2017-03-29 17:02:44,Changing the way things change. Illustration by @danielclowes https://t.co/ytinqPD0eq
847131256009601024,2017-03-29 17:00:05,"""Not crazy, opposite."" Season 4 of #SiliconValleyHBO premieres April 23 at 10PM. https://t.co/PmtcjZCrIk"
844217051178721280,2017-03-21 16:00:04,They're here. 👉 https://t.co/CSK7aBtOtN https://t.co/Hs1TXJwDpF
841328111056740353,2017-03-13 16:40:27,RT @HBO: It’s the last day for #HBOTheEscape! Stop by 800 Congress and go through the experience. Details: https://t.co/DPMQuXeOYa https://…
840946914917023744,2017-03-12 15:25:43,"In Austin for #SXSW? 
👀👉🏻#HBOTheEscape at 800 Congress Ave, open all day today. https://t.co/1qlQqO2r3f"
839973298834399232,2017-03-09 22:56:55,"RT @HBO: How well do you know @Veep, @SiliconHBO and @GameOfThrones? 💡 
Test your knowledge at #HBOTheEscape. Details: https://t.co/DPMQuXe…"
839252401035038721,2017-03-07 23:12:19,Crack the code. Sign up now for @HBO's #HBOTheEscape at #SXSW2017: https://t.co/aMnsX0UAoV https://t.co/daOId0roz9
838820004124639233,2017-03-06 18:34:08,Making your @SXSW possibilities possible. Sign up for the #HBOTheEscape experience now: https://t.co/aMnsX0UAoV. https://t.co/oIvNcat4IF
838818449501609985,2017-03-06 18:27:57,RT @HBO: Test your #HBO knowledge with #HBOTheEscape: an interactive experience at #SXSW2017. Be the first to sign up at https://t.co/DPMQu…
834836040695312385,2017-02-23 18:43:17,RT @FunnyAsianDude: Last take of season 4 for JianYang and Erlich. Definitely a special occassion #specialoccasion #SiliconValley @SiliconH…
832697938828627969,2017-02-17 21:07:14,RT @AmandaCCrew: We coming at ya! WHOOO! https://t.co/sY3bZkXWJ0
832697929743757314,2017-02-17 21:07:11,RT @IamSuzanneCryer: Am I allowed to love the show and be on it? Because I am as excited as anyone for the new season. I truly am. @Silicon…
831867657888604160,2017-02-15 14:07:59,"RT @AmandaCCrew: That's a season wrap on Monica. 
✌🏻🎬 https://t.co/UedThbdM5i"
831867566771539968,2017-02-15 14:07:37,RT @FunnyAsianDude: This entire season 4 of Silicon Valley is shot by Jian Yang. let's give it up for the Amazing crew we have here on @Sil…
831603723608678400,2017-02-14 20:39:12,Here's to bromance. Happy Valentine's Day. #SiliconValleyHBO https://t.co/BIFNg6jb7F
824708511200268289,2017-01-26 20:00:06,"Key words being 'hit' and 'comedy,' @lastweektonight. https://t.co/5L1WSl4Hez"
821777988958224389,2017-01-18 17:55:15,RT @kumailn: I got to be in a promo for @LastWeekTonight hosted by @iamjohnoliver. It is an absolutely amazing show.     https://t.co/t6iti…
821764948107886592,2017-01-18 17:03:25,It'll be the longest 30 minutes of your life. https://t.co/nce5Dj7V9A
819559092259790853,2017-01-12 14:58:08,Congratulations to @MikeJudge on the #DGAAwards nomination for directing the 'Founder Friendly' episode of… https://t.co/DuzwBTw6dw
819558459502985219,2017-01-12 14:55:38,Congratulations to @realalecberg on the #DGAAwards nomination for directing the 'Daily Active Users' episode of… https://t.co/3MzUZKKazT
819248903300251656,2017-01-11 18:25:34,RT @kumailn: Silicon Valley is getting @OriginalFunko toys! And my character is wearing a gold chain! THERE IS A TOY OF ME!!! https://t.co/…
818555830278692865,2017-01-09 20:31:32,RT @UPROXX: Jimmy O. Yang talks 'Silicon Valley' and playing Jian Yang in our episode of 'Hangtime' https://t.co/KM41SmGiV9 https://t.co/gQ…
812311749407940608,2016-12-23 14:59:47,RT @kumailn: Found this behind one of the set walls while shooting Silicon Valley. Friggin' cool. https://t.co/c31LWkHy1o
810931100243607553,2016-12-19 19:33:35,@sajaro https://t.co/vHX3bPtYnI
809439156925595650,2016-12-15 16:45:08,RT @AmandaCCrew: I also forgot. And am also ecstatic. I love my SV family ❤️ https://t.co/wJVa2haPNH
808409965425815552,2016-12-12 20:35:29,"""Classic fairytale"" merch can be yours. 
Use the code SVFANS for free shipping on orders $59+. Offer ends 12/13.… https://t.co/Nxw74zujZe"
808164219430518784,2016-12-12 04:18:59,Congratulations to the cast and crew of #SiliconValleyHBO on the #CriticsChoice Award for Best Comedy Series. https://t.co/juosv39BTM
805855409483431936,2016-12-05 19:24:36,Congratulations to the writers of #SiliconValleyHBO on the #WGA nomination for best writing for a comedy series. https://t.co/DcTXBUMzSr
805854146104590336,2016-12-05 19:19:35,RT @HBO: Mark your calendars and get excited for #HBO in 2017. https://t.co/ZQGqegYOnm
804485296922443776,2016-12-02 00:40:16,@_Djavid same. https://t.co/pQStRL6q3Z
803361920866717697,2016-11-28 22:16:22,Don't forget to snag your #SiliconValleyHBO swag today. Get 30% off products using the code: CYBERMONDAYSV… https://t.co/6GlKMXVICY
802891028613107712,2016-11-27 15:05:12,Who doesn't want a Pied Piper t-shirt for the holidays? Get 30% off #SiliconValleyHBO products with code: CYBERMOND… https://t.co/SFr19dhIqN
801840307876704256,2016-11-24 17:30:01,You do you this Thanksgiving. #SiliconValleyHBO https://t.co/pf2KFqk7pQ
798904804810498048,2016-11-16 15:05:23,RT @HBO: Join us in welcoming @HBO_ES to the #HBO family. 🎉 https://t.co/WboR18Os8o
798224457114349568,2016-11-14 18:01:55,Congrats to the cast and crew of #SiliconValleyHBO on your #CriticsChoiceAwards nomination for Best Comedy Series. https://t.co/ZpCyUUPdXX
798224043564404737,2016-11-14 18:00:16,Congratulations @nottjmiller on your #CriticsChoiceAwards nomination for Best Supporting Actor in a comedy series. https://t.co/ziSKl1sIVu
797149061367431169,2016-11-11 18:48:41,"RT @FunnyAsianDude: Yooo, this painting is awesome! Erlich &amp;a Jian Yang. Thx https://t.co/SN4dz32CJZ @SiliconHBO @nottjmiller @MikeJudge ht…"
796186340840902656,2016-11-09 03:03:10,RT @kumailn: Watching results. Holding hands. Crossing fingers. https://t.co/ktzjwRSrqt
796186293818494976,2016-11-09 03:02:59,"RT @FunnyAsianDude: Jian Yang voted, did u? #SiliconValley @SiliconHBO https://t.co/EvVKZT7UoA"
796117582336114688,2016-11-08 22:29:57,"RT @nottjmiller: Today on Silicon Valley season four it is just @FunnyAsianDude and myself. So please ask us anything and we'll together, b…"
796019546478022657,2016-11-08 16:00:23,RT @MartinStarr: Today is the day! #UseYourVoice #UseYourVote 📝📝🇺🇸🇺🇸📝📝🇺🇸🇺🇸📝📝🇺🇸🇺🇸
795442644566609920,2016-11-07 01:47:59,"RT @HBO: .@MartinStarr is using his voice this Tuesday. 
#UseYourVote to @RockTheVote https://t.co/hBF7ESk7qL"
794536424636870657,2016-11-04 13:47:00,"RT @HBO: .@SiliconHBO's @FunnyAsianDude is speaking up about immigration. 

#UseYourVote to @RockTheVote https://t.co/k8WVZtV14q"
793837323393769472,2016-11-02 15:29:01,"RT @HBO: This Tuesday, make your voice heard. 
#UseYourVote 🇺🇸 https://t.co/t582piAbUc"
793588803369861121,2016-11-01 23:01:29,@warriors @trailblazers have fun. https://t.co/7i1j19PgBr
793174050164109312,2016-10-31 19:33:24,"RT @riahroo72: @SiliconHBO @HBO ""I only ordered a sample, but once I have your sizes we can all have them."" Happy Halloween! https://t.co/P…"
793173876947689472,2016-10-31 19:32:43,"RT @ClassicChrisD: Who's got très commas, doors that ""go like this"", and is back for season 4? You do the math.… https://t.co/CbDeHsGuf5"
793117923829248001,2016-10-31 15:50:23,RT @kmendes: @SiliconHBO @MartinStarr @kumailn @HBO happy halloween! #truelove https://t.co/RYGWNGAe8B
793117844909256705,2016-10-31 15:50:04,"RT @cwyskiel: Happy Halloween! I do, after all, run an accelerator like my friend Erlich. @HBO @SiliconHBO https://t.co/WY1Z3QRC20"
793117791884804096,2016-10-31 15:49:51,RT @anniegreenyo: Spotted: the belles of the balls repping @SiliconHBO #PiedPiper. Wearing yours @MartinStarr @kumailn @nottjmiller? https:…
792105210114142208,2016-10-28 20:46:13,"RT @HBO: Need some last-minute costume inspiration? 🎃

Check out our @HBO Halloween-inspired @Instagram Story. 👀"
791442005331210240,2016-10-27 00:50:53,"RT @nottjmiller: AND ""immenable"" isn't a word."
791441996544086017,2016-10-27 00:50:50,RT @nottjmiller: 1st day with the immenable @Middleditch @MartinStarr @kumailn &amp; #zachwoods &amp; we took the freeway &amp; that was a mistake but…
791441887211163656,2016-10-27 00:50:24,RT @kumailn: Season 4. Day 1. Let's do it. https://t.co/6hb2rbNs9r
788431686191185920,2016-10-18 17:28:56,RT @MikeJudge: Beavis and Butthead erotic fan fiction was so simple. This @siliconhbo stuff is so much more complex. Not sure what the back…
787040622058364928,2016-10-14 21:21:21,"RT @HBO: Together, we can @riseupasone. 
Learn more about this celebration of music and unity: https://t.co/JEyEc9AVjY https://t.co/c9Uf9p0…"
783386810009387008,2016-10-04 19:22:24,ICYMI: #MadeByGoogle's after party is going to be bananas 👉  https://t.co/mVgrnvooWn https://t.co/PwEJiJ2qqL
783338126102061056,2016-10-04 16:08:57,"It’s happening. For those who weren’t already on the beta (aka Dinesh).
Watch #madebygoogle now:… https://t.co/WZciQNYpff"
780807440166227968,2016-09-27 16:32:55,"RT @HBO: Use your voice to make a change this November. 
Register to vote with @RockTheVote today: https://t.co/oTTNkATTGW https://t.co/yUG…"
777694891031814144,2016-09-19 02:24:45,RT @kumailn: Beauties. Beasts. https://t.co/AxleRFSDvd
777676441991413760,2016-09-19 01:11:26,RT @IamSuzanneCryer: When you are on @HBO you sit with YESSSS @GameOfThrones @TheEmmys https://t.co/SvRLsqU8Is
777675307495088129,2016-09-19 01:06:56,RT @kumailn: From Jimmy Kimmel's mom! https://t.co/PyUGBl0bIF
777671051660685314,2016-09-19 00:50:01,RT @kumailn: Emmy selfie! https://t.co/RakWGaOCdQ
777668381658972161,2016-09-19 00:39:25,"RT @bouchiebee: I hope that regardless of wins, the @SiliconHBO folks have a giant post party at Alcatraz. #Emmys"
777647296389451776,2016-09-18 23:15:38,RT @smrtgrls: .@Lupita_Nyongo @SiliconHBO  #SMARTGIRLSASK https://t.co/ujIhvQAG2M
777645603190964225,2016-09-18 23:08:54,RT @TelevisionAcad: @SiliconHBO's @Middleditch at the 2016 #Emmys. #SiliconValley is nominated for Best Comedy Series this year. https://t.…
777632287097757701,2016-09-18 22:15:59,RT @IamSuzanneCryer: Off to the @TheEmmys!! Go @SiliconHBO!! Go @Middleditch! Whoo hoo! https://t.co/3107OO4jBN
777611461589929986,2016-09-18 20:53:14,"RT @HBO: Follow #HBO's @instagram story as we get ready for the #Emmys with @AmandaCCrew, @MrTonyHale and @Maisie_Williams. https://t.co/e0…"
777604530519285760,2016-09-18 20:25:41,RT @MakinitaSilva: Hope that @MikeJudge and the cast of Silicon Valley  @SiliconHBO get all the #Emmys2016 #makinita https://t.co/ToHbPOObT9
777599366773301250,2016-09-18 20:05:10,RT @AmandaCCrew: The big reveal of my red carpet look for the #Emmys #PiedPiper 🐀🐀 https://t.co/jopo3F7NiF
777104017398857728,2016-09-17 11:16:50,"RT @ZoeHaddad: Because I'm insane, I made you guys on The Sims. @Middleditch @kumailn @MartinStarr @nottjmiller @SiliconHBO @HBO https://t.…"
776795496002293761,2016-09-16 14:50:53,RT @ChaseforBiz: .@SiliconHBO actress @IamSuzanneCryer shares insights on shadowing VCs in preparation for her role. #DENStartupWeek https:…
776795412405579776,2016-09-16 14:50:33,RT @IamSuzanneCryer: So enjoyed this event and the chance to laugh with folks and think about some things relating to my wonderful job! htt…
776096626603597824,2016-09-14 16:33:49,Watch #SiliconValleyHBO deleted scenes and @MikeJudge's #TCDisrupt panel: https://t.co/PTGWwnCfMI
775436145102614528,2016-09-12 20:49:18,RT @TechCrunch: .@MikeJudge on using TechCrunch Disrupt in @SiliconHBO #TCDisrupt https://t.co/i7y6kpLvF4
775435853741064192,2016-09-12 20:48:09,"RT @WestworldHBO: Live without limits.
@SiliconHBO creator @MikeJudge stops by the #Westworld experience at #TCDisrupt. https://t.co/D0rwin…"
771463598904373249,2016-09-01 21:43:49,ICYMI: You can rent the #TuroAviato car IRL. https://t.co/IZG0dRRsk1 https://t.co/1sXPXKXQcY
771149090700857344,2016-09-01 00:54:05,RT @thatadammiller: Ok. Hands up. Who is a fan of @SiliconHBO and wants to take this for a spin with me (courtesy of @turo)? #TuroAviato ht…
771148856406999040,2016-09-01 00:53:09,RT @stevedesmond_ca: Kiiinda want to fly to San Francisco just so I can drive around town in this bad boy https://t.co/YGMduixQeg
771135610291494912,2016-09-01 00:00:31,Time for a #SiliconValleyHBO road trip. Rent the #TuroAviato now: https://t.co/IZG0dRzQVr
771073218966876160,2016-08-31 19:52:35,RT @turo: My Aviato? Now it can be: https://t.co/Os9ieX73oL #TuroAviato https://t.co/F3t07e34rE
770657551268667392,2016-08-30 16:20:53,Don’t forget your #SiliconValleyHBO swag for your return to business school. https://t.co/3JxHN12ut9 https://t.co/FbvlxrxZXM
768921163443634176,2016-08-25 21:21:05,Watch @Middleditch perform an epic #FNL speech along with 11 of his fellow #Emmy nominees: https://t.co/r1f2ZzqcxX
765947351789895680,2016-08-17 16:24:13,"RT @HBO: Are you a director of Asian or Pacific Islander descent? @FunnyAsianDude has a message for you about #hbovisionaries
https://t.co/…"
765550324241358848,2016-08-16 14:06:35,RT @UPROXX: Erlich Bachman lines for talking your way into success @nottjmiller #SiliconValleyHBO 📺💬 https://t.co/KRFApv0Ll7 https://t.co/y…
761214363449618432,2016-08-04 14:57:01,"""Good and weird in all the right places."" @IndieWire on Season 3 of #SiliconValleyHBO: https://t.co/a9o8MJl4dS https://t.co/gJab8PFlcR"
760550219788398592,2016-08-02 18:57:57,"Comfort is key, wherever you are. Download Season 3 of #SiliconValleyHBO now on @iTunesTV: https://t.co/fYGq4ndpdJ
https://t.co/seVW2eg81r"
759085381526716416,2016-07-29 17:57:12,Be a winner and download Season 3 of #SiliconValleyHBO today from @GooglePlay: https://t.co/tvauFvmuI0 https://t.co/jvNgM7dMzG
758306099816792064,2016-07-27 14:20:37,"RT @iTunesTV: The ever-elusive unicorn. 🦄 
@SiliconHBO Season 3 is an #EditorsChoice.
https://t.co/ET3Fb8KrwF https://t.co/qpIUkWiG2s"
758061431526924288,2016-07-26 22:08:24,RT @kumailn: Dinesh. Gilfoyle. Rom com. True love.  https://t.co/bsoff303kJ
758022412239638529,2016-07-26 19:33:21,"The love runs deep. Season 3 of #SiliconValleyHBO is now available on @iTunesTV: https://t.co/fYGq4ndpdJ
https://t.co/06e1glIkLD"
757925341088415744,2016-07-26 13:07:37,RT @DigitalTrends: Erlich explains ‘cuckold porn’ in a ‘Silicon Valley’ deleted scene https://t.co/ib8CDwIkeh https://t.co/rxqDM4wmTe
756482250817081344,2016-07-22 13:33:18,"RT @techinsider: ""The truth is I actually really like it."" - Zach Woods (Jared) on the Pied Piper jacket @SiliconHBO #SDCC2016 https://t.co…"
756334432789729280,2016-07-22 03:45:55,RT @AmandaCCrew: 💚🐀 https://t.co/0v07Uyh13U
756288426387857408,2016-07-22 00:43:06,RT @warnerbrostv: When the photographers want a smile from the cast of #SiliconValley! @siliconhbo #WBSDCC #SDCC https://t.co/WxmMOqY3Ez
756281395962585088,2016-07-22 00:15:10,Thank you to all of the fans who joined today's first #SiliconValleyHBO panel at #SDCC.
756277283451789313,2016-07-21 23:58:49,RT @Ana_fromLA: My head hurts from laughing so hard during the @SiliconHBO panel #SDCC2016
756276299853889536,2016-07-21 23:54:55,"One final nugget from today's #SDCC panel: Zach, @kumailn, @MartinStarr and Josh Brener all read for Erlich Bachman."
756273840821506049,2016-07-21 23:45:09,".@MikeJudge says that Zach Woods' improv ""helped define the character of Jared. We keep that stuff in our head about who Jared is."" #SDCC"
756272256075046912,2016-07-21 23:38:51,"How does the #SiliconValleyHBO jacket make Zach Woods feel? ""I have an overwhelming sexual confidence."" #SDCC"
756271593110773760,2016-07-21 23:36:13,"""Since we've sidebarred everywhere in this conversation, can we talk about the jacket?"" @dansnierson bringing it back to what's important."
756269913078165505,2016-07-21 23:29:32,"""I want one where Dinesh has full sex."" @kumailn on his #SiliconValleyHBO dream scene. #SDCC"
756268527213023232,2016-07-21 23:24:02,"""As soon as they become winners, the show becomes less interesting."" @realalecberg on the rise and fall of Pied Piper. #SDCC"
756267469224943616,2016-07-21 23:19:50,"A favorite moment from Season 3 of #SiliconValleyHBO? The face plant, for @Middleditch. #SDCC"
756266400482791424,2016-07-21 23:15:35,"""Snack dick"" was all thanks to improv per @realalecberg. #SDCC"
756265585131085825,2016-07-21 23:12:20,"""I once saw Alec lock a bald eagle in his garage and watch him asphyxiate."" Zach Woods on @realalecberg's love for animals. #SDCC"
756264919583059971,2016-07-21 23:09:42,"""The horse fu**ing is hard to forget."" @kumailn on the most memorable Season 3 scene of #SiliconValleyHBO."
756263135246487553,2016-07-21 23:02:36,"We're at #SDCC covering today's panel with @realalecberg, @Middleditch, @kumailn, @AmandaCCrew and Zach Woods. More to come."
756246598506672129,2016-07-21 21:56:54,RT @EW: The @SiliconHBO cast cracked us up in our @instagram Boomerang booth! 😂🙌 #SiliconValley #SDCC #EWComicCon https://t.co/ZO9AjnkmlA
756242179647901696,2016-07-21 21:39:20,@Goosetaculous today's signing will be at the @WarnerBrosEnt booth (#4545) at 5:30PM.
756234636309753858,2016-07-21 21:09:22,👌🏅🎯 https://t.co/lcclVTVyqo
756223407247790080,2016-07-21 20:24:44,RT @FunnyAsianDude: on the Death Star smoking a cigarette on Conan #specialoccasion https://t.co/QYwQcG2qLR @TeamCoco @SiliconHBO https://t…
756217430901420032,2016-07-21 20:01:00,"RT @ThatChrisGore: I'll have the Bachmanity, of course. #SiliconValley #SDCC2016 #SDCC #WiredCafe https://t.co/MB1YSTEADX"
756208427555295232,2016-07-21 19:25:13,RT @WIREDInsider: Golden Opportunity=Seized. @SiliconHBO swag is out in full force at the #WIREDCafe https://t.co/9mbABaRgpy
756146572749115392,2016-07-21 15:19:26,"Here are 10 #SDCC16 survival tips from the cast of #SiliconValleyHBO. Stay hydrated, friends: https://t.co/fUeDYFs8BW"
755860759549190145,2016-07-20 20:23:42,@SincereHD https://t.co/XbYTdOgNIz
755795770721402880,2016-07-20 16:05:28,.@realalecberg and @UPROXX talk about poking fun at arrogance in tech and writing Season 4 of #SiliconValleyHBO: https://t.co/QFdRm3jMyx
755488501597138944,2016-07-19 19:44:29,"RT @EW: Watch @SiliconHBO's stars riff on #GoT, #StarWars, and more: https://t.co/QVeubECOpp https://t.co/U20GzibeOV"
755463947562737665,2016-07-19 18:06:55,RT @AmandaCCrew: Ummm @stephstonenails NAILED IT w/ these @SiliconHBO inspired nails she did for me for @Comic_Con 😍💫 💅🏻 https://t.co/Ptycu…
755163551048863749,2016-07-18 22:13:15,The power to binge watch all 3 seasons of #SiliconValleyHBO on @hbonow is in your hands: https://t.co/CooqPOGfFj https://t.co/asStD8VwAb
753722188314927105,2016-07-14 22:45:47,".@Middleditch talked with @EW about his #Emmys nomination, favorite scene from #SiliconValleyHBO Season 3 and more: https://t.co/66i5l1uXE6"
753637816945545217,2016-07-14 17:10:32,RT @IamSuzanneCryer: @Middleditch I am so happy for you!! Truly deserved. @SiliconHBO @TheEmmys
753632647847501824,2016-07-14 16:49:59,"RT @kumailn: Thrilled Silicon Valley got 11 Emmy nominations, including Best Comedy, Best Writing, Best Directing, &amp; Best Lead Actor for @M…"
753628893488250880,2016-07-14 16:35:04,RT @TelevisionAcad: Congrats to #Emmys noms for Comedy Series! https://t.co/G4NEZBWivr
753624901655953412,2016-07-14 16:19:12,Congrats to the cast and crew of #SiliconValleyHBO on your Outstanding Comedy Series #Emmys nomination. https://t.co/uQU8Xtxz5U
753623640181084161,2016-07-14 16:14:12,"Congrats to @MikeJudge and @realalecberg for their Outstanding Directing For A Comedy Series #Emmys nominations.
https://t.co/IVwmW9NjSN"
753622814075281408,2016-07-14 16:10:55,Cheers to the #SiliconValleyHBO cast and crew for their eleven #Emmys nominations. https://t.co/tJIeFrK2s9
753618516432093184,2016-07-14 15:53:50,"RT @HBO: Congrats, @middleditch and the entire @SiliconHBO cast &amp; crew on your 11 #Emmys nominations this morning. https://t.co/Z0wvv7qAQq"
753617757523021824,2016-07-14 15:50:49,Congrats to @Middleditch for his Outstanding Lead Actor in a Comedy Series #Emmys nomination. #SiliconValleyHBO https://t.co/iJhHQIUKYh
751121177951612928,2016-07-07 18:30:18,Seize your golden opportunity to see the @SiliconHBO creators and cast at #SDCC16: https://t.co/S41frdXBFp https://t.co/eoPSxtH4Ja
748242535705944064,2016-06-29 19:51:36,RT @kumailn: Silicon Valley is coming to Comic Con! Come by! Say hi! Let's be friends! @HBO @SiliconHBO https://t.co/xpl0KXeh0P
748202768876376064,2016-06-29 17:13:35,"#SiliconValleyHBO is heading to #SDCC2016, get excited: https://t.co/S41frefd3Z https://t.co/Fab2LVvjqw"
748200570851307520,2016-06-29 17:04:51,RT @HBOPR: .@HBO &amp; @Cinemax to bring @SiliconHBO @GameOfThrones @OutcastCinemax &amp; #VicePrincipals to @Comic_Con 2016: https://t.co/n7A8WBl0…
747841312817192963,2016-06-28 17:17:17,"""True to life, sometimes you have to pivot."" @nottjmiller talks about Sunday's finale with @EW: https://t.co/lU7TQTCIVC #SiliconValleyHBO"
747549137139273732,2016-06-27 21:56:17,Stream last night's Season 3 finale of #SiliconValleyHBO on @hbonow: https://t.co/CooqPOGfFj https://t.co/96GiWFUQjS
747426168740032512,2016-06-27 13:47:39,"RT @FunnyAsianDude: light one up for s3 of @SiliconHBO! it has been a pleasure and special occasion, cya s4 with your future self! https://…"
747293450077298689,2016-06-27 05:00:17,"West Coast, the Season 3 finale of #SiliconValleyHBO starts now. https://t.co/Z3vWMNhIiE"
747259383277568000,2016-06-27 02:44:55,Let him have it. #SiliconValleyHBO https://t.co/bpWsH86JR2
747259238804787200,2016-06-27 02:44:20,RT @davidehrlich: what a proud night to be named Erlich or any more dignified variation thereof. #SiliconValley
747256095467520001,2016-06-27 02:31:51,RT @FunnyAsianDude: This is really a love story @SiliconHBO #SiliconValley https://t.co/veFQifzre3
747255010061336576,2016-06-27 02:27:32,It's getting ugly. #SiliconValleyHBO https://t.co/RTZPy7j58C
747253070191558656,2016-06-27 02:19:49,RT @kumailn: Actually season finale of #SiliconValley starts... NOW! Here is Dinesh with the biggest compliment he can give. https://t.co/A…
747252949668208640,2016-06-27 02:19:21,RT @FunnyAsianDude: Silicon Valley season finale starts now! @SiliconHBO
747252160371503104,2016-06-27 02:16:12,The Season 3 finale of #SiliconValleyHBO starts now. https://t.co/SMMrL0XOrd
747250315511083008,2016-06-27 02:08:53,"RT @FunnyAsianDude: I'll be live tweeting the @SiliconHBO finale tonight. Tune in, reply, I'll give out a Jared jacket! #mikehunt https://t…"
747250284154470400,2016-06-27 02:08:45,RT @AmandaCCrew: Season finale of @SiliconHBO tonight got me like https://t.co/qVZAbeFoV7
747233018046197760,2016-06-27 01:00:09,"RT @MikeJudge: I try not to get excited, because it's not good for you, but in just 2 hours the season finale of @SiliconHBO airs!! https:/…"
747202838707634176,2016-06-26 23:00:13,"Learning #18: Jared can’t lie.
The lessons continue tonight at 10:15PM on the #SiliconValleyHBO Season 3 finale. https://t.co/YXLhNLjqaa"
747187731768303617,2016-06-26 22:00:11,Learning #17: Expectations run high for Pied Piper employees. #SiliconValleyHBO https://t.co/pRrzJWmptU
747172653165776896,2016-06-26 21:00:16,Learning #16: A person who only eats fish that eat other fish. #SiliconValleyHBO https://t.co/6QTObpJB8K
747157595052355584,2016-06-26 20:00:26,Learning #15: This exists in the world. #SiliconValleyHBO https://t.co/L9FwPEDdmR
747142524150521856,2016-06-26 19:00:33,Learning #14: Generosity can come in handy when beta testing. #SiliconValleyHBO https://t.co/sTiAebKaj7
747127406192799744,2016-06-26 18:00:29,Learning #13: You move on. #SiliconValleyHBO https://t.co/U3WcL3Rl4d
747112310620069889,2016-06-26 17:00:30,Learning #12: Confirmation of what you knew all along. #SiliconValleyHBO https://t.co/W3rj4nkTrm
